id;Manganes(mg);Fosforo(mg);Ferro(mg);Sodio(mg);Potassio(mg);Cobre(mg);Zinco(mg);Retinol(mcg);RE(mcg);RAE (mcg);Tiami0(mg);Riboflavi0(mg);Piridoxi0(mg);Niaci0(mg);Vitami0_C(mg)
520;0.06;16;5.5;1567;79;0.25;0.3;0.0;;;0.0;0.0;0.04;0.0;0.0
521;0.03;5;0.2;1347;20;0.14;0.1;0.0;;;0.0;0.0;0.0;0.0;0.0
522;0.0;16;0.0;110;5;0.01;0.1;0.0; ; ;0.07;0.0;0.0;0.0;
523;0.24;26;0.5;44;144;0.16;0.3;0.0;;;0.0;0.0;0.0;0.0;0.0
524;0.0;14;0.1;787;16;0.0;0.1;8;;;0.0;0.05;0.0;0.0;0.0
;;;;;;;;;;;;;;;
